reportPeriod,ticker,period,sector,company,city,state,calendarDate,updated,dateKey,Price_Actual,Price_LQ,Delta_QoQ,Return_QoQ,Price_Avg,accumulatedOtherComprehensiveIncome,assets,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,debtToEquityRatio,debt,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,totalLiabilities,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,assetsCurrent,assetsNonCurrent,currentRatio,debtCurrent,debtNonCurrent,investmentsCurrent,investmentsNonCurrent,currentLiabilities,liabilitiesNonCurrent,workingCapital,Year,Month,Quarter,Yr-Q
2018-06-30,WPC,Q,NET LEASE,WP Carey REIT,New York,NY,2018-06-30,2020-05-02,2018-08-03,$53.54,$49.25,$4.29 ,8.71%,,-247402000,8266700000,28.687,-171188000,122430000,122430000,22033000,79424000,1.598,4401058000,4401058000,0,66351000,0,0.062,1.02,123254000,189605000,0.943,189605000,123254000,81943000,0.7,0.7,0.7,3099904000,3099904000,11296882231,25,15.611,-45220000,-0.418,1,179110000,0.89,642060000,41311000,11903268000,0,363622000,4953731000,7018254231,-51565000,0,0,119291000,-109785000,1834000,-171302000,3713000,125968000,-8065000,75681000,75681000,75681000,0,3743000,0.376,87169000,91941000,356260000,1.457,2.264,23.675,23.978,6772315000,0,65.46,8.657,8.726,78100000,-1132182000,201143000,201143000,0,3698000,20140000,1,107214394,108059394,108234934,1.861,7624640000,0,6262000,88871000,70.56,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,MAA,Q,RESIDENTIAL,MAA REIT,Germantown,TN,2018-06-30,2020-02-21,2018-08-02,$89.06,$79.91,$9.15 ,11.45%,,7986000,11447129000,54.937,-184988000,60803000,60803000,271655000,61981000,0.793,4548635000,4548635000,0,123160000,0,0.036,0.922,103962000,227122000,0.582,227122000,103962000,60377000,0.52,0.52,0.52,6252361000,6252361000,15858584504,31,15.924,26313000,0.231,1,118418000,0.304,0,43585000,15934961000,0,0,4958239000,11370752504,-21307000,0,237000,51561000,-104967000,-57911000,-174697000,0,211301000,0,59807000,58885000,58885000,0,2174000,0.151,23433000,94985000,0,1.773,1.819,33.122,33.083,11263013000,922000,99.91,7.367,7.367,0,-887672000,390073000,390073000,0,2963000,20607000,1,113809954,113809954,,3.427,11447129000,0,570000,0,100.581,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,FCPT,Q,NET LEASE,Four Corners Property Trust,Mill Valley,CA,2018-06-30,2020-02-27,2018-07-26,$20.71,$19.20,$1.51 ,7.87%,,12185000,1122874000,9.196,-17011000,88371000,88371000,4786000,27627000,0.964,516449000,516449000,8461000,5224000,0,0.043,0.275,32388000,37612000,1.085,37612000,32388000,27511000,0.44,0.44,0.44,567844000,567844000,1994414909,20,16.162,2226000,0.036,1,29889000,0.862,0,4877000,1550952000,0,12284000,547134000,1566336909,35583000,0,34609000,0,-16854000,17643000,-1297000,15714000,19237000,0,27445000,27445000,27445000,0,182000,0.791,8429000,21460000,0,0.625,2.758,19.277,18.856,984811000,0,24.89,11.448,11.233,0,45418000,34675000,34675000,0,923000,3204000,1,62930370,61751530,61911699,0.562,1122874000,0,66000,0,18.184,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,MAC,Q,MALL,Macerich,Santa Monica,CA,2018-06-30,2020-02-25,2018-08-03,$43.66,$42.50,$1.16 ,2.73%,,-33000,9115217000,21.756,-62063000,142512000,142512000,89038000,8866000,1.889,5357221000,5357221000,0,80894000,0,0.048,0,47415000,128309000,0.547,128309000,47415000,8500000,0.05,0.05,0.05,3070510000,3070510000,13751109589,62,24.775,7819000,0.055,1,145507000,0.62,0,38915000,14329926000,0,1381358000,5800042000,8536400589,-25340000,-4293000,806000,62305000,-112963000,-49956000,-45266000,416000,69882000,0,7816000,7816000,7816000,0,1050000,0.033,112711000,32796000,57880000,0,2.78,348.538,378.25,6868844000,0,60.52,8.796,8.801,175418000,-1489742000,234545000,234545000,0,8087000,4956000,1,141050902,141137000,141137000,1.662,9115217000,0,684000,0,64.584,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,DLR,Q,DATA CENTER,Digital Realty,San Francisco,CA,2018-06-30,2020-03-03,2018-08-07,$97.53,$91.23,$6.30 ,6.90%,,-107070000,21411423000,49.236,-342077000,27032000,27032000,257606000,88159000,1.042,9106084000,9106084000,0,192303000,0,0.032,1.01,166394000,358697000,0.475,358697000,166394000,87584000,0.32,0.32,0.32,10140378000,10140378000,34249708288,58,26.381,94021000,0.457,1,497313000,0.659,3378325000,78810000,27112150000,0,0,10561690000,25170656288,-2823000,-267000,-640000,151460000,-216509000,-90625000,-348296000,0,436098000,155000,85463000,65134000,65134000,0,2696000,0.086,353251000,144062000,1031794000,3.156,2.482,125.478,124.622,14134486000,20329000,122.13,8.861,8.855,282287000,-2314291000,754919000,754919000,0,8956000,46099000,1,206097243,205956005,206563079,3.665,18033098000,0,2121000,0,87.558,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,WRE,Q,OFFICE,WashREIT,Washington,DC,2018-06-30,2020-04-27,2018-07-30,$25.78,$22.96,$2.82 ,12.26%,,15707000,2409128000,13.656,75325000,8253000,8253000,29503000,10750000,1.246,1256849000,1256849000,0,29878000,9643000,0.04,0.3,24071000,53949000,0.623,53949000,24071000,10750000,0.14,0.13,0.14,1072275000,1072275000,3588786633,52,19.291,109384000,1.393,1,57103000,0.659,0,13321000,3657724000,0,0,1336495000,2340190633,-5726000,0,528000,-91928000,-23702000,-115110000,75325000,0,34059000,0,10750000,10750000,10750000,0,0,0.124,35527000,21576000,57983000,2.143,2.182,121.764,119,2184577000,0,29.75,6.973,6.96,73650000,-432585000,86606000,86606000,0,1829000,5649000,1,78661870,78520000,78616000,1.103,2409128000,0,0,0,30.682,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,SRG,Q,MALL,Seritage Growth Properties,New York,NY,2018-06-30,2020-03-03,2018-08-03,$41.66,$34.69,$6.96 ,20.07%,,0,2614608000,24.688,0,266906000,266906000,15750000,-10602000,1.502,1217873000,1217873000,0,49551000,0,0.02,0.25,11331000,60882000,1.236,60882000,11331000,-6531000,-0.23,-0.23,-0.23,875998000,875998000,2763263353,68,9.949,8546000,0.241,1,33520000,0.68,251303000,17862000,3314272000,0,392743000,1315414000,1812296353,-45604000,1851000,0,-58380000,-8988000,-74145000,19995000,0,8546000,0,-6771000,-7996000,-7996000,0,-3831000,-0.162,58333000,-24813000,97541000,-1.087,2.069,-56.922,-52.096,1638385000,1225000,48.97,8.209,7.871,43911000,-246650000,49270000,49270000,0,2510000,8673000,1,37008298,35483000,35483000,1.389,2363305000,0,240000,0,66.604,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,BHR,Q,LODGING,Braemar Hotels & Resorts,Farmers Branch,TX,2018-06-30,2020-03-13,2018-08-09,$10.25,$8.60,$1.65 ,19.20%,,0,1616926000,12.044,48649000,252331000,252331000,72208000,12854000,2.809,985205000,985205000,0,14860000,0,0.061,0.16,25410000,40270000,0.332,40270000,25410000,12732000,0.3,0.29,0.3,385493000,385493000,1073493702,13,7.712,83361000,2.605,1,48910000,0.404,27994000,12678000,2321806000,1898000,15570000,1082737000,340619702,93723000,-173375000,-129000,176402000,-7604000,159074000,-100063000,0,34712000,0,11530000,9822000,9822000,0,1324000,0.081,11783000,37127000,67375000,0.533,0.884,10.436,9.981,1278083000,1708000,10.48,0.803,0.791,28448000,-87777000,121118000,121118000,0,1442000,1206000,1,32501880,32006000,38588000,3.784,1588932000,0,1202000,0,49.645,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,HT,Q,LODGING,Hersha,Philadelphia,PA,2018-06-30,2020-02-26,2018-07-25,$19.39,$15.97,$3.42 ,21.41%,,7769000,2177720000,23.521,-30057000,46869000,46869000,86137000,11837000,1.288,1109147000,1109147000,0,22523000,0,0.053,0.28,25586000,48109000,0.359,48109000,25586000,13707000,0.16,0.16,0.16,923138000,923138000,1902256685,41,14.042,12228000,0.312,1,47703000,0.356,15844000,11879000,3224154000,0,3406000,1189279000,839978685,14338000,187000,0,17599000,-12054000,-1007000,-26940000,0,42285000,0,12537000,6494000,6494000,0,-700000,0.049,23299000,24404000,63015000,1.75,0.91,-34.125,-35.55,2039715000,6043000,21.33,1.729,1.724,16466000,-241776000,133840000,133840000,0,3123000,7585000,1,39380154,39246946,39926099,3.41,2161876000,0,1170000,0,55.084,,,,,,,,,,,2018,6,2,2018-2
2018-09-30,CPT,Q,RESIDENTIAL,Camden Property Trust,Houston,TX,2018-09-30,2020-03-06,2018-10-26,$84.22,$81.34,$2.88 ,3.54%,,14031000,6198500000,35.063,-171604000,18590000,18590000,95276000,39990000,0.815,2259609000,2259609000,0,76476000,0,0.034,0.77,60431000,136907000,0.553,136907000,60431000,39196000,0.41,0.4,0.41,3340002000,3340002000,10656717660,37,18.389,-26937000,-0.283,1,152245000,0.615,0,21235000,8439519000,0,0,2723703000,8415698660,-55062000,0,-14668000,53641000,-75070000,-35176000,-164553000,9475000,144667000,0,38866000,38866000,38866000,0,1124000,0.157,92633000,59612000,215022000,1.878,2.52,41.068,41.833,5928837000,0,90.36,8.774,8.973,22605000,-466512000,247521000,247521000,0,4131000,12618000,1,93135222,95257000,95417000,2.598,6198500000,0,330000,70174000,65.071,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,ADC,Q,NET LEASE,Agree Realty Corporation,Farmington Hills,MI,2018-09-30,2020-04-20,2018-10-22,$46.36,$45.58,$0.78 ,1.72%,,4506000,1748634000,33.561,-161049000,18247000,18247000,4070000,15756000,0.638,617370000,617370000,1079000,11181000,102000,0.04,0.54,22249000,33430000,0.896,33430000,22249000,15711000,0.49,0.48,0.49,1065871000,1065871000,2430782670,29,19.404,-133835000,-4.214,1,33236000,0.891,270606000,6538000,2077151000,0,0,680256000,1831659670,9261000,0,159968000,-28398000,-16758000,114624000,-132577000,-1181000,27214000,0,15586000,15586000,15586000,0,170000,0.418,14299000,18937000,12088000,1.102,1.718,29.805,26.56,1424828000,0,53.12,13.167,12.127,19882000,-35317000,37306000,37306000,0,883000,2947000,1,34481545,31758925,32287352,1.175,1478028000,0,125000,475000,46.539,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,NNN,Q,NET LEASE,National Retail Props,Orlando,FL,2018-09-30,2020-02-11,2018-11-01,$37.63,$36.49,$1.14 ,3.12%,,-8012000,7358723000,25.992,-90049000,607672000,607672000,0,82042000,0.805,3148160000,3148160000,0,42478000,0,0.041,0.5,109226000,151704000,0.977,151704000,109226000,82032000,0.47,0.47,0.47,4076874000,4076874000,10029662284,23,16.439,47228000,0.301,1,155331000,1,0,27194000,9899211000,0,0,3281503000,7489174284,605787000,0,87165000,526079000,-78253000,521015000,-52505000,38099000,137277000,0,82032000,73450000,73450000,0,10000,0.473,60638000,94693000,0,1.064,1.837,25.497,24.639,6636162000,8582000,47.06,12.199,12.023,2171000,-372877000,155331000,155331000,0,0,14302000,1,159140975,156852984,157286165,0.99,7358723000,0,0,0,46.915,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,OFC,Q,OFFICE,Corporate Office Properties Trust,Columbia,MD,2018-09-30,2020-02-20,2018-11-08,$25.75,$24.78,$0.96 ,3.89%,,10108000,3650366000,14.406,-52486000,9492000,9492000,57398000,20322000,1.285,1808690000,1808690000,10006000,34756000,23159000,0.042,0.275,37587000,72343000,0.526,72343000,37587000,18406000,0.18,0.18,0.18,1568172000,1568172000,4658819270,33,19.048,-11531000,-0.106,1,80013000,0.582,47065000,19181000,5402499000,0,96006000,2015206000,2859621270,355000,0,109953000,-60793000,-28399000,15278000,-55878000,0,40955000,0,18697000,18697000,18697000,0,1625000,0.136,42661000,37352000,90224000,1.528,1.824,43.833,41.047,3207427000,0,26.27,4.733,4.733,108416000,-833508000,137411000,137411000,0,1603000,8466000,1,108855016,108855016,,1.262,3603301000,0,-291000,0,33.102,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,WELL,Q,HEALTH CARE,Welltower,Toledo,OH,2018-09-30,2020-02-14,2018-10-30,$55.44,$53.30,$2.14 ,4.01%,,-138491000,30249119000,38.356,-2421126000,281285000,281285000,657157000,84226000,1.019,13504060000,13504060000,0,243149000,0,0.05,0.87,215833000,458982000,0.371,458982000,215833000,77801000,0.17,0.17,0.17,14307685000,14307685000,39326305398,35,18.907,-2048402000,-5.491,1,579222000,0.468,68321000,138032000,43403573000,0,764016000,14579054000,26103530398,8902000,28427000,232223000,2038915000,-335415000,1899849000,-2263544000,131076000,372724000,-127000,76060000,64384000,64384000,0,8166000,0.052,376252000,202970000,0,5.118,1.824,47.9,47.596,28097245000,11676000,69.49,5.72,5.68,1038252000,-4469925000,1236379000,1236379000,0,6075000,28746000,1,375644415,373023000,374487000,3.314,30180798000,0,1741000,0,80.909,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,BRX,Q,STRIP CENTER,Brixmor,New York,NY,2018-09-30,2020-02-11,2018-10-29,$14.43,$14.14,$0.29 ,2.06%,,27121000,8497438000,9.512,-65951000,65019000,65019000,76680000,147346000,1.956,5106708000,5106708000,0,85183000,0,0.071,0.275,202710000,287893000,0.939,287893000,202710000,147346000,0.49,0.49,0.49,2874262000,2874262000,9715676778,17,10.365,53878000,0.178,1,229800000,0.75,0,55364000,13539127000,0,30725000,5623176000,4673987778,-36605000,0,-48679000,-396969000,-83310000,-528518000,372084000,480000,119829000,0,147346000,147346000,147346000,0,0,0.481,109486000,120314000,516468000,0.561,1.626,13.033,13.212,7896189000,0,15.59,3.719,3.748,230782000,-410580000,306480000,306480000,0,2738000,21209000,1,299806785,302170000,302382000,1.014,8497438000,0,0,0,28.121,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,SITC,Q,STRIP CENTER,SITE Centers,Beachwood,OH,2018-09-30,2020-04-30,2018-11-02,$11.58,$12.59,($1.01),(7.99%),,-1093000,4620092000,10.667,-27315000,13273000,13273000,39597000,-8692000,1.343,2385002000,2385002000,0,49629000,0,0.355,0.2,18031000,67660000,0.47,67660000,18031000,-8931000,-0.09,-0.09,-0.09,1970007000,1970007000,4569370044,-36,30.579,8399000,0.045,1,104498000,0.725,0,26962000,6991821000,0,514339000,2645101000,2197641044,-93524000,-6788000,-100000,36704000,-78690000,-95135000,-34103000,0,35714000,0,-8931000,-17313000,-17313000,0,239000,-0.12,84594000,19904000,214693000,-2.222,1.116,-6.911,-6.839,3886781000,8382000,11.9,2.788,2.788,93923000,-4115736000,144095000,144095000,0,622000,15232000,1,184675718,184675718,,0.78,4620092000,0,0,0,25.017,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,PEAK,Q,HEALTH CARE,Healthpeak Properties Inc,Irvine,CA,2018-09-30,2020-02-13,2018-10-31,$22.33,$21.59,$0.74 ,3.41%,,-4297000,13083958000,10.793,-62028000,108741000,108741000,181207000,102926000,1.468,6798253000,6798253000,174509000,132198000,0,0.054,0.37,157928000,290126000,0.636,290126000,157928000,94442000,0.21,0.21,0.21,5071168000,5071168000,19635775959,43,19.474,131216000,0.279,1,274815000,0.603,305805000,63486000,19467665000,0,1379266000,7443583000,12946263959,-13188000,389235000,689000,-650482000,-174127000,-532419000,325766000,-5728000,193244000,221000,99371000,98946000,98946000,0,3555000,0.217,165458000,109357000,410804000,1.762,2.553,76.619,78.714,10235700000,425000,27.55,7.005,7.005,48701000,-3584397000,456022000,456022000,0,2880000,23503000,1,469918837,469867000,470118000,0.971,12778153000,0,-4929000,0,27.195,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,RLJ,Q,LODGING,RLJ Lodging Trust,Bethesda,MD,2018-09-30,2020-02-27,2018-11-07,$19.87,$19.59,$0.28 ,1.42%,,38315000,6184705000,20.125,271384000,503497000,503497000,273425000,74657000,0.744,2290164000,2290164000,29506000,59780000,0,0.066,0.33,102760000,162540000,0.364,162540000,102760000,78131000,0.39,0.39,0.39,3508370000,3508370000,5297660251,17,9.438,389082000,2.232,1,173617000,0.388,53633000,24629000,7917739000,0,22472000,2609241000,3510993251,42820000,0,-1927000,-279634000,-57842000,-346262000,271384000,0,117698000,0,73975000,67696000,67696000,0,682000,0.151,106638000,66979000,269728000,0.846,1.001,24.522,25.367,5373171000,6279000,20.04,1.925,1.915,76914000,-113841000,447042000,447042000,0,4036000,46004000,1,175199264,174326198,174326198,2.564,6131072000,52415000,4156000,5547000,35.17,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,REXR,Q,INDUSTRIAL,Rexford Industrial REIT,Los Angeles,CA,2018-09-30,2020-02-20,2018-11-01,$29.99,$29.31,$0.68 ,2.34%,,13558000,2668838000,19.183,-48586000,183904000,183904000,13294000,8965000,0.504,757218000,757218000,0,20144000,21888000,0.019,0.16,15280000,35424000,0.642,35424000,15280000,8824000,0.07,0.07,0.07,1754557000,1754557000,3563069662,51,24.136,-12765000,-0.14,1,41900000,0.759,58558000,6456000,3183594000,0,0,883444000,2989755662,21200000,275000,51132000,-37000,-14952000,33690000,-48311000,0,35821000,0,8824000,6307000,6307000,0,141000,0.114,26373000,15527000,30411000,2.286,1.704,84.114,73.227,2362967000,2517000,32.22,14.847,14.635,25812000,-85358000,55194000,55194000,0,2243000,6229000,1,92791920,91463594,91945206,0.603,2610280000,0,0,0,28.539,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,WRE,Q,OFFICE,WashREIT,Washington,DC,2018-09-30,2020-04-27,2018-10-29,$26.30,$25.78,$0.52 ,2.03%,,17181000,2416517000,13.827,-25839000,6162000,6162000,28571000,5893000,1.21,1238671000,1238671000,0,30272000,9857000,0.042,0.3,18392000,48664000,0.59,48664000,18392000,5893000,0.07,0.07,0.07,1093355000,1093355000,3500135457,48,18.253,4330000,0.055,1,53931000,0.654,0,12499000,3649026000,0,0,1322808000,2267626457,-2091000,0,36038000,-18397000,-24057000,-6421000,-25839000,0,30169000,0,5893000,5893000,5893000,0,0,0.071,35539000,18392000,63683000,4.286,2.074,101.783,101.429,2190512000,0,28.4,6.763,6.698,74395000,-450749000,82502000,82502000,0,1694000,5267000,1,79846002,79076000,79238000,1.043,2416517000,0,0,0,30.559,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,AKR,Q,STRIP CENTER,Acadia Realty,Rye,NY,2018-09-30,2020-02-22,2018-10-29,$25.07,$24.24,$0.83 ,3.42%,,13267000,3918716000,18.218,-55491000,22033000,22033000,22469000,-2597000,1.208,1552712000,1552712000,0,28676000,0,0.038,0.27,27766000,56442000,0.854,56442000,27766000,9689000,0.11,0.11,0.11,1485764000,1485764000,3843529879,33,16.661,-37344000,-0.458,1,43606000,0.66,0,18077000,5449395000,0,411127000,1794912000,2312850879,-9053000,3049000,0,19002000,-22006000,26578000,-53778000,0,18147000,0,9225000,9225000,9225000,0,-11822000,0.14,36658000,6948000,202893000,2.455,1.557,51.146,52.519,3217097000,0,28.36,8.935,8.935,58584000,-73990000,66075000,66075000,0,2219000,7982000,1,81553275,81553275,,0.81,3918716000,0,464000,0,48.051,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,GTY,Q,NET LEASE,Getty Realty Corporation,New York,NY,2018-09-30,2020-02-28,2018-10-25,$23.88,$23.30,$0.59 ,2.51%,,0,1130247000,14.153,-21194000,20005000,20005000,5592000,10944000,0.975,421401000,421401000,0,6068000,0,0.047,0.32,17004000,23072000,0.665,23072000,17004000,10944000,0.27,0.27,0.27,572192000,572192000,1513225022,22,16.402,-5457000,-0.135,1,29102000,0.839,0,6060000,1531643000,0,120448000,558055000,1111829022,618000,0,6938000,10000000,-12700000,4072000,-19191000,1176000,15737000,0,10944000,10944000,10944000,73000,0,0.315,11996000,17106000,62604000,1.185,1.943,23.381,23.444,891439000,0,27.43,8.232,8.211,39749000,-56118000,34694000,34694000,0,461000,3556000,1,40533322,40430000,40455000,0.858,1130247000,0,0,0,27.956,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,RHP,Q,LODGING,Ryman Hospitality,Nashville,TN,2018-09-30,2020-02-26,2018-11-07,$79.26,$75.72,$3.54 ,4.67%,,-23091000,2644645000,6.964,-37451000,124397000,124397000,209103000,22591000,6.398,1693427000,1693427000,0,30994000,0,0.044,0.85,43674000,74668000,0.255,74668000,43674000,24454000,0.44,0.44,0.44,357495000,357495000,5478580678,26,16.8,56110000,1.093,1,83146000,0.285,0,19220000,4213675000,0,198099000,2287150000,3909550678,30437000,0,0,17250000,-43659000,-26769000,-36355000,0,93561000,0,22591000,22591000,22591000,0,0,0.077,43046000,40100000,214711000,1.932,10.936,21.989,22.012,2126764000,0,76.16,3.103,3.103,80595000,-504577000,292249000,292249000,0,1895000,7212000,1,51333386,51333386,,5.693,2644645000,40449000,1863000,0,51.519,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,FR,Q,INDUSTRIAL,First Industrial,Chicago,IL,2018-09-30,2020-04-29,2018-10-26,$28.88,$30.45,($1.57),(5.15%),,12129000,3125327000,12.951,-26949000,71709000,71709000,28466000,31530000,0.898,1299131000,1299131000,0,23237000,42079000,0.028,0.217,43033000,66270000,0.661,66270000,43033000,30609000,0.24,0.24,0.24,1628878000,1628878000,5107601548,20,14.412,30269000,0.241,1,71790000,0.716,0,12424000,4352749000,0,23403000,1462302000,3880179548,-5804000,0,0,-1828000,-28044000,-30005000,-33017000,0,57218000,0,30911000,30911000,30911000,0,619000,0.308,35226000,36564000,82399000,0.904,2.382,18.442,17.86,2814725000,0,30.72,9.676,9.635,74163000,-514065000,100256000,100256000,0,0,6581000,1,126307928,125768000,126130000,0.797,3125327000,0,-302000,0,24.85,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,SHO,Q,LODGING,Sunstone Hotel Investors,Irvine,CA,2018-09-30,2020-02-20,2018-11-06,$14.81,$15.00,($0.19),(1.26%),,0,3918613000,11.941,-53892000,719485000,719485000,132159000,91586000,0.427,1005683000,1005683000,0,36054000,0,0.05,0.05,101432000,137486000,0.475,137486000,101432000,89883000,0.38,0.38,0.38,2711455000,2711455000,3623170046,15,9.38,22391000,0.099,1,157149000,0.543,0,11549000,4077389000,1055000,0,1158173000,3336972046,99596000,3500000,0,-1722000,-14620000,-20342000,43655000,0,76283000,0,89210000,86002000,86002000,0,2376000,0.297,55933000,101216000,34844000,0.132,1.231,18.469,18.275,3073622000,3208000,14.62,2.856,2.841,44330000,-207350000,289308000,289308000,0,2073000,72902000,1,228247062,227068000,227068000,1.274,3918613000,0,673000,0,17.257,809972000,3108641000,6.357,5913000,999770000,0,0,127422000,1030751000,682550000,2018,9,3,2018-3
2018-09-30,BXP,Q,OFFICE,Boston Properties,Boston,MA,2018-09-30,2020-03-02,2018-11-07,$108.70,$109.89,($1.19),(1.08%),,-45137000,20137498000,38.051,-239531000,423784000,423784000,256817000,150445000,2.03,10889702000,10889702000,0,157996000,0,0.027,0.95,217109000,375105000,0.547,375105000,217109000,121743000,0.77,0.77,0.77,5876566000,5876566000,29576385470,33,19.178,-29750000,-0.193,1,429467000,0.626,0,95366000,30603416000,0,956807000,11931524000,19110467470,-303276000,-328825000,351000,164515000,-140510000,21209000,-534266000,-238000,209781000,0,121743000,121743000,121743000,0,28702000,0.177,191103000,238364000,408271000,1.234,3.252,35.51,36.287,16849143000,2625000,123.74,7.165,7.165,178502000,-677312000,686284000,686284000,0,8457000,32193000,1,154440500,154440000,154678000,4.444,20137498000,0,0,0,130.39,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,AIV,Q,RESIDENTIAL,Aimco,Denver,CO,2018-09-30,2020-02-25,2018-11-05,$4.08,$3.88,$0.20 ,5.24%,,4850000,6185021000,13.987,533193000,104299000,104299000,80862000,603917000,1.83,3646789000,3646789000,0,96406000,0,0.034,0.392,587542000,683948000,2.821,683948000,587542000,542050000,3.733,3.723,3.733,2125682000,2125682000,10359707975,10,7.335,650493000,4.28,1,161619000,0.667,0,45492000,9727511000,0,0,3889571000,6817217975,-34641000,0,0,-616167000,-59649000,-684750000,532809000,0,117300000,0,569991000,567029000,567029000,0,33926000,2.338,114665000,46954000,0,0.105,3.207,7.463,7.513,5730655000,2962000,45.166,6.847,6.894,0,-1894054000,242481000,242481000,0,0,12479000,1,150936474,151970962,152191096,1.596,6185021000,0,-27941000,0,40.699,,,,,,,,,,,2018,9,3,2018-3
2018-09-30,PDM,Q,OFFICE,Piedmont REIT,Johns Creek,GA,2018-09-30,2020-04-29,2018-10-30,$15.75,$16.41,($0.66),(4.01%),,12851000,3623890000,13.494,-46701000,8181000,8181000,49679000,16114000,1.091,1715371000,1715371000,27450000,40673000,0,0.073,0.21,31963000,72636000,0.56,72636000,31963000,16114000,0.13,0.13,0.13,1732209000,1732209000,4075643105,36,14.376,8376000,0.065,1,80029000,0.617,98918000,15849000,5232162000,0,3200000,1889894000,2368453105,-2178000,0,0,-6147000,-26965000,-33118000,-24137000,0,55077000,0,16114000,16114000,16114000,0,0,0.124,48369000,31660000,109087000,1.615,1.367,44.268,41.932,3035995000,0,18.45,4.484,4.484,179267000,-1964135000,129708000,129708000,0,1667000,6677000,1,128371442,128371062,128818658,1.01,3524972000,0,0,0,27.459,,,,,,,,,,,2018,9,3,2018-3
