reportPeriod,ticker,period,sector,company,city,state,calendarDate,updated,dateKey,Price_Actual,Price_LQ,Delta_QoQ,Return_QoQ,Price_Avg,accumulatedOtherComprehensiveIncome,assets,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,debtToEquityRatio,debt,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,totalLiabilities,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,assetsCurrent,assetsNonCurrent,currentRatio,debtCurrent,debtNonCurrent,investmentsCurrent,investmentsNonCurrent,currentLiabilities,liabilitiesNonCurrent,workingCapital,Year,Month,Quarter,Yr-Q
2018-06-30,CDR,Q,STRIP CENTER,Cedar Realty Trust,Port Washington,NY,2018-06-30,2020-02-14,2018-08-02,$26.69,$22.01,$4.68 ,21.27%,,13492000,1232658000,6.43,-7739000,6655000,6655000,11050000,9937000,1.175,628415000,628415000,0,8328000,0,0.043,0.05,15323000,23651000,0.572,23651000,15323000,9777000,0.08,0.08,0.08,565947000,565947000,1044980502,39,16.538,12800000,0.145,1,30300000,0.733,0,5546000,1854418000,0,0,664902000,423220502,-263000,0,4000,-5777000,-4602000,-13063000,-7739000,0,20539000,0,9777000,7089000,7089000,0,160000,0.171,14817000,15483000,21791000,0.625,0.748,-23.024,-22.095,1167242000,2688000,4.64,2.776,2.679,17503000,-472009000,41350000,41350000,0,863000,4276000,1,91211315,88011000,88166000,0.47,1232658000,0,0,0,14.006,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,DEI,Q,OFFICE,Douglas Emmett Realty,Santa Monica,CA,2018-06-30,2020-02-15,2018-08-03,$35.59,$32.35,$3.24 ,10.00%,,87486000,8317984000,14.488,-63324000,170391000,170391000,68726000,37033000,1.782,4106495000,4106495000,0,67236000,50509000,0.025,0.25,64952000,132188000,0.602,132188000,64952000,31684000,0.19,0.19,0.19,2461743000,2461743000,10642766118,42,20.622,34939000,0.206,1,150743000,0.687,3741000,33268000,12250347000,0,109835000,4387698000,6706662118,-13165000,1821000,0,5829000,-42477000,-49925000,-61503000,0,98263000,0,31684000,31684000,31684000,0,5349000,0.144,82816000,67927000,0,1.316,2.724,58.299,57.62,7787456000,0,39.47,7.893,7.893,3261000,-905085000,219469000,219469000,0,2913000,9437000,1,169917966,169917966,,1.292,8314243000,0,0,0,48.931,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,BFS,Q,STRIP CENTER,Saul Centers,Bethesda,MD,2018-06-30,2020-02-28,2018-08-03,$44.04,$41.46,$2.58 ,6.22%,,-285000,1446482000,14.975,-22006000,6425000,6425000,13653000,15902000,3.087,966880000,966880000,25594000,11351000,0,0.039,0.52,23780000,35131000,0.624,35131000,23780000,12543000,0.43,0.43,0.43,336947000,336947000,2167805000,23,15.511,5898000,0.262,1,42640000,0.757,0,11237000,2406937000,0,0,1040151000,1207350000,-2554000,0,4051000,2521000,-11540000,-10188000,-20270000,1736000,27904000,0,12543000,9590000,9590000,0,3359000,0.17,15998000,26642000,29078000,1.209,3.583,36.253,35.536,1346322000,2953000,53.66,5.349,5.349,50634000,-204404000,56293000,56293000,0,648000,4647000,1,22500000,22500000,,2.502,1446482000,0,0,0,64.288,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,EQC,Q,OFFICE,Equity Commonwealth,Chicago,IL,2018-06-30,2020-02-14,2018-07-31,$23.03,$22.43,$0.61 ,2.71%,,-1469000,3776874000,28.246,43556000,2515536000,2515536000,19521000,37047000,0.097,280012000,280012000,0,12338000,0,0,0,42927000,55265000,1.136,55265000,42927000,36577000,0.29,0.29,0.29,3441014000,3441014000,1681077378,6,4.952,67807000,0.557,1,29115000,0.599,0,6350000,1541350000,0,251221000,334565000,3916601378,-329130000,0,0,-400261000,0,-402257000,48876000,5320000,24251000,0,37033000,35036000,35036000,0,14000,0.72,-2694000,31809000,44380000,0,1.138,17.156,17.427,876258000,1997000,32.24,15.261,15.303,57347000,-978817000,48636000,48636000,0,5142000,11222000,1,121482673,121822000,122649000,0.399,3776874000,0,-456000,0,31.003,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,RHP,Q,LODGING,Ryman Hospitality,Nashville,TN,2018-06-30,2020-02-26,2018-08-08,$75.72,$69.80,$5.92 ,8.47%,,-26530000,2607302000,7.281,-47765000,93960000,93960000,218075000,55546000,5.977,1674792000,1674792000,0,29995000,0,0.04,0.85,80847000,110842000,0.332,110842000,80847000,61222000,1.08,1.08,1.08,373694000,373694000,5826739116,28,18.152,40022000,0.78,1,115859000,0.347,0,19625000,4188134000,0,202782000,2233608000,4245907116,8233000,-4587000,0,22750000,-44110000,-25170000,-54384000,0,87787000,0,55546000,55546000,55546000,0,0,0.166,39160000,76699000,176145000,0.787,11.362,23.71,23.705,2121165000,0,82.73,3.446,3.446,79694000,-483279000,333934000,333934000,0,2006000,7640000,1,51322460,51322460,,6.507,2607302000,43056000,5676000,0,50.802,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,SPG,Q,MALL,Simon Property Group,Indianapolis,IN,2018-06-30,2020-02-28,2018-08-02,$137.48,$123.12,$14.37 ,11.67%,,-115285000,30843140000,10.902,-161918000,714247000,714247000,236591000,631414000,7.94,23505002000,23505002000,0,339395000,0,0.043,1.95,764599000,1103994000,0.795,1103994000,764599000,557975000,1.77,1.77,1.77,3371024000,3371024000,77293463806,25,17.311,831387000,2.689,1,1151767000,0.83,0,206624000,53633895000,0,4074988000,26766511000,54502708806,347040000,271330000,-80830000,29898000,-695508000,-751153000,104888000,-4524000,993305000,0,547838000,547004000,547004000,0,83576000,0.394,410793000,740974000,1230775000,1.102,16.168,24.196,24.312,24074637000,834000,176.26,9.699,9.699,681551000,-4833826000,1388358000,1388358000,0,0,79720000,1,309217683,309217683,,4.49,30843140000,0,10137000,0,99.746,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,SHO,Q,LODGING,Sunstone Hotel Investors,Irvine,CA,2018-06-30,2020-02-20,2018-08-01,$15.00,$13.69,$1.30 ,9.53%,,0,3845613000,11.698,-66304000,619889000,619889000,137928000,51262000,0.44,1006866000,1006866000,0,36682000,0,0.044,0.05,62447000,99129000,0.312,99129000,62447000,51263000,0.2,0.2,0.2,2634722000,2634722000,4155341079,26,13.547,46353000,0.206,1,179519000,0.566,0,11184000,4104323000,1223000,0,1160282000,3768364079,73503000,-500000,44341000,-1871000,-14488000,26507000,-65661000,0,112657000,0,48888000,45681000,45681000,0,2374000,0.144,117664000,61855000,37495000,0.25,1.43,35.423,35.128,3089181000,3207000,16.51,3.185,3.143,46540000,-281940000,317447000,317447000,0,2865000,78936000,1,228247370,225232000,225232000,1.409,3845613000,0,2375000,0,17.074,721330000,3124283000,5.624,5653000,1001213000,0,0,128267000,1032015000,593063000,2018,6,2,2018-2
2018-06-30,BRG,Q,RESIDENTIAL,Bluerock Res Growth REIT,New York,NY,2018-06-30,2020-02-25,2018-08-08,$7.06,$6.61,$0.45 ,6.85%,,0,1838165000,8.059,-88269000,55186000,55186000,17948000,-3432000,6.179,1144008000,1144008000,0,16525000,0,0.085,0.163,12872000,29397000,0.654,29397000,12872000,-169000,-0.44,-0.44,-0.44,191818000,191818000,1314100137,-677,22.258,-66557000,-2.796,1,27011000,0.601,0,13041000,2926987000,0,240032000,1185174000,225278137,-1699000,-14841000,-947000,68307000,-3870000,79699000,-103110000,0,21712000,0,-169000,-10212000,-10212000,0,-3263000,-0.227,19375000,7636000,13576000,-0.37,1.174,-2.892,-3.061,1524177000,10043000,9.49,1.469,1.473,16895000,-187720000,44959000,44959000,0,1631000,4528000,1,23738476,23800770,23800770,1.889,1838165000,0,0,0,77.231,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,SKT,Q,MALL,Tanger Outlet Centers,Greensboro,NC,2018-06-30,2020-02-20,2018-08-02,$18.40,$16.96,$1.44 ,8.51%,,-20722000,2488597000,5.821,-22309000,4261000,4261000,37946000,24290000,3.5,1768207000,1768207000,0,32694000,0,0.058,0.35,39150000,71844000,0.6,71844000,39150000,22969000,0.24,0.24,0.24,546588000,546588000,4013958535,32,15.726,43054000,0.458,1,81765000,0.683,0,16181000,4252543000,0,110502000,1912933000,2250012535,834000,8434000,-10000000,-4690000,-33059000,-49885000,-14619000,0,65363000,-25000,22969000,22969000,22969000,0,1321000,0.192,43691000,38074000,65445000,1.458,4.116,36.242,37.438,2150618000,0,23.96,4.587,4.587,0,-204506000,119711000,119711000,0,3653000,10997000,1,93907034,93907034,,1.275,2488597000,0,0,0,26.501,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,CUBE,Q,SELF STORAGE,CubeSmart,Cleveland,OH,2018-06-30,2020-02-22,2018-07-27,$27.88,$24.18,$3.70 ,15.32%,,0,3584760000,9.18,-41698000,9524000,9524000,49528000,38751000,1.083,1600141000,1600141000,23521000,35624000,0,0.039,0.3,53861000,89485000,0.605,89485000,53861000,38410000,0.21,0.21,0.21,1686531000,1686531000,7109561978,34,20.151,47852000,0.26,1,98287000,0.665,0,15451000,5175377000,0,100614000,1826810000,5518944978,542000,-1838000,99247000,-89348000,-54769000,-45472000,-43536000,0,89550000,0,38410000,38410000,38410000,0,341000,0.26,43387000,54900000,202665000,1.429,3.272,36.872,36.207,3430092000,0,29.69,9.548,9.436,0,-773849000,147815000,147815000,0,1222000,8341000,1,185885651,183718000,184523000,0.805,3584760000,0,0,0,19.512,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,ESS,Q,RESIDENTIAL,Essex Property Trust,San Mateo,CA,2018-06-30,2020-02-21,2018-08-03,$213.82,$213.54,$0.28 ,0.13%,,-11438000,12555654000,96.206,-76304000,177576000,177576000,101928000,106410000,0.951,5691093000,5691093000,0,119330000,0,0.03,1.86,156718000,276048000,0.792,276048000,156718000,100440000,1.52,1.52,1.52,6354185000,6354185000,21524721983,36,20.094,78859000,1.194,1,246795000,0.708,0,56278000,18069171000,0,1498511000,6044714000,16011204983,38498000,0,356000,-24411000,-122851000,-156646000,39981000,-10602000,155163000,0,100440000,100440000,100440000,0,5970000,0.288,130523000,116272000,191117000,1.224,2.52,42.731,42.678,10754843000,0,242.41,11.557,11.557,68386000,-766193000,348723000,348723000,0,3816000,11125000,1,66050101,66047751,66096349,5.28,12555654000,0,0,0,190.1,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,EGP,Q,INDUSTRIAL,EastGroup Properties,Jackson,MS,2018-06-30,2020-02-14,2018-07-23,$87.21,$74.93,$12.28 ,16.39%,,10140000,2021726000,23.84,-68439000,252000,252000,21453000,18264000,1.408,1094198000,1094198000,0,22808000,0,0.028,0.64,27069000,49877000,0.666,49877000,27069000,18227000,0.52,0.52,0.52,839079000,839079000,4401126917,38,21.765,-16419000,-0.467,1,53432000,0.714,0,8842000,3115672000,0,7852000,1181025000,3307180917,215000,0,60378000,-17630000,-22713000,20003000,-71808000,0,52020000,0,18227000,18227000,18227000,0,37000,0.243,26548000,26884000,56350000,1.231,3.941,41.127,39.888,1890304000,0,92.54,11.516,11.341,0,-315355000,74885000,74885000,0,1639000,3740000,1,35737853,35196000,35259000,2.128,2021726000,0,0,0,57.442,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,PEAK,Q,HEALTH CARE,Healthpeak Properties Inc,Irvine,CA,2018-06-30,2020-02-13,2018-08-02,$21.59,$19.12,$2.47 ,12.93%,,-4080000,13451387000,10.949,145338000,121929000,121929000,173866000,92928000,1.562,7403042000,7403042000,172369000,143292000,0,0.057,0.37,158326000,301618000,0.642,301618000,158326000,85288000,0.19,0.19,0.19,5143494000,5143494000,19515553097,55,21.518,388848000,0.828,1,295685000,0.63,294056000,73038000,20438444000,0,1379868000,8034664000,12234440097,3961000,333344000,25000,-541848000,-174290000,-720502000,481040000,-5729000,243510000,-87000,89942000,89481000,89481000,0,2986000,0.191,182122000,113563000,398920000,1.947,2.379,196.581,217,9962020000,461000,26.04,6.627,6.627,43965000,-3509641000,469551000,469551000,0,4299000,22514000,1,469832569,469769000,469941000,1,13157331000,0,-4654000,0,28.008,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,HPP,Q,OFFICE,Hudson Pacific Props,Los Angeles,CA,2018-06-30,2020-02-24,2018-08-02,$30.51,$27.82,$2.70 ,9.70%,,0,6559174000,23.412,-125990000,65987000,65987000,62479000,19691000,0.72,2361749000,2361749000,0,60706000,0,0.03,0.25,35796000,96502000,0.551,96502000,35796000,16465000,0.1,0.1,0.1,3643796000,3643796000,7546950839,38,16.595,-87918000,-0.565,1,112690000,0.643,0,19331000,8854936000,0,0,2623311000,5251188839,-8993000,0,-34000,119856000,-39354000,78925000,-125990000,0,38072000,0,16465000,16202000,16202000,0,3226000,0.092,76909000,35781000,151697000,2.5,1.441,48.488,48.565,5817347000,263000,33.51,7.207,7.158,130698000,26407000,175169000,175169000,0,4289000,16203000,1,156705128,155636636,156590227,1.125,6559174000,0,0,0,42.144,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,STOR,Q,NET LEASE,STORE Capital (REIT),Scottsdale,AZ,2018-06-30,2020-02-22,2018-08-03,$22.99,$20.59,$2.40 ,11.68%,,8519000,6321740000,17.297,-301734000,43622000,43622000,741000,62201000,0.832,2717152000,2717152000,0,44216000,0,0.044,0.31,94284000,138500000,1.056,138500000,94284000,62359000,0.31,0.31,0.31,3451048000,3451048000,8486640021,28,18.152,-209507000,-1.05,1,130464000,0.994,0,31925000,8995270000,0,321694000,2870692000,5813110021,8565000,0,190324000,11546000,-61393000,136689000,-220351000,-23651000,92227000,0,62201000,62201000,62201000,0,0,0.474,56106000,74358000,0,1,1.684,31.984,30.409,5889332000,0,28.28,11.919,11.569,0,-228487000,131205000,131205000,0,2200000,10852000,1,205555517,199514368,200142303,0.658,6321740000,0,158000,0,31.686,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,EQR,Q,RESIDENTIAL,Equity Residential,Chicago,IL,2018-06-30,2020-02-21,2018-08-02,$56.26,$53.96,$2.30 ,4.25%,,-67310000,20406582000,27.746,-231174000,88877000,88877000,216710000,118410000,0.94,8772769000,8772769000,0,194040000,66800000,0.032,0.54,208007000,402047000,0.628,402047000,208007000,113876000,0.31,0.31,0.31,10208437000,10208437000,32979453891,33,18.67,93262000,0.253,1,423098000,0.661,0,94131000,29090474000,0,58124000,9600313000,24295561891,-5834000,-300000,1517000,109936000,-198831000,-98796000,-231474000,0,324436000,0,113602000,112830000,112830000,0,4299000,0.176,205444000,217654000,353244000,1.742,2.38,41.461,41.491,19826554000,772000,65.97,9.612,9.603,0,1329600000,639808000,639808000,0,0,12502000,1,368281975,367930000,383423000,1.739,20406582000,0,274000,0,55.463,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,KRC,Q,OFFICE,Kilroy Realty Corp,Los Angeles,CA,2018-06-30,2020-04-30,2018-07-26,$67.79,$63.21,$4.58 ,7.25%,,0,7384784000,38.147,-442691000,50817000,50817000,50380000,31755000,0.873,2789710000,2789710000,146741000,64006000,0,0.024,0.455,40261000,104267000,0.557,104267000,40261000,27549000,0.27,0.27,0.27,3802927000,3802927000,10074737924,46,21.445,-347957000,-3.49,1,136692000,0.731,0,12712000,10123677000,0,22519000,3320911000,7335844924,-2252000,5000000,124188000,244110000,-42898000,319705000,-416691000,0,94734000,0,27549000,27549000,27549000,0,4206000,0.147,92996000,43696000,278508000,1.685,1.929,46.172,46.171,6776602000,0,72.95,10.063,9.976,15144000,-149368000,187072000,187072000,0,8669000,21763000,1,100559903,99691700,100150856,1.877,7384784000,0,0,0,74.076,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,EPRT,Q,NET LEASE,Essential Propertiess Realty Trust,Princeton,NJ,2018-06-30,2020-03-02,2018-08-08,$11.37,- ,- ,- ,,0,1312409000,12.988,,140031000,140031000,380000,3499000,0.992,508821000,508821000,0,,0,0,0,12121000,,,,12121000,3487000,0.01,0.01,0.01,532214000,532214000,970340015,,,,,1,21313000,0.982,0,8634000,1681199000,0,13517000,527965000,601550015,,,,,,,,,,,3400000,3400000,3400000,0,99000,0.157,11505000,9808000,0,0,1.13,,,1144731000,0,13.75,,,9015000,222000,21693000,21693000,0,,2987000,1,43749092,40976901,60033453,0.529,1312409000,0,87000,0,32.028,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,OFC,Q,OFFICE,Corporate Office Properties Trust,Columbia,MD,2018-06-30,2020-02-20,2018-07-31,$24.78,$21.87,$2.91 ,13.33%,,9012000,3612362000,13.966,-62870000,8472000,8472000,66387000,21085000,1.442,1872085000,1872085000,10783000,33649000,24905000,0.037,0.275,38442000,72091000,0.491,72091000,38442000,19497000,0.19,0.19,0.19,1442205000,1442205000,4934667973,34,23.187,-8353000,-0.081,1,80356000,0.548,50586000,18945000,5425389000,0,95233000,2079333000,3071054973,44000,0,32288000,4774000,-28095000,7531000,-62004000,0,54517000,0,19434000,19434000,19434000,0,1651000,0.132,42075000,38281000,88885000,1.447,2.129,45.525,44.388,3183537000,0,29.74,4.923,4.923,113262000,-822270000,146743000,146743000,0,1587000,8862000,1,103263449,103263449,,1.421,3561776000,0,63000,0,34.492,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,AKR,Q,STRIP CENTER,Acadia Realty,Rye,NY,2018-06-30,2020-02-22,2018-07-27,$24.24,$21.57,$2.67 ,12.36%,,10138000,3880768000,18.314,1417000,31086000,31086000,19860000,-2270000,1.185,1532111000,1532111000,0,29503000,0,0.041,0.27,24575000,54078000,0.851,54078000,24575000,7660000,0.09,0.09,0.09,1492675000,1492675000,3649439124,31,15.89,27514000,0.338,1,43709000,0.688,0,16915000,5381793000,0,415825000,1768219000,2148414124,-20775000,2884000,-23096000,5153000,-22262000,-50611000,3739000,-51000,26097000,0,7665000,7665000,7665000,0,-9935000,0.121,37410000,6299000,197181000,3,1.439,43.968,45.448,3169771000,0,26.36,8.41,8.41,56503000,-61196000,63569000,63569000,0,2304000,7907000,1,81502812,81502812,,0.78,3880768000,0,-5000,0,47.615,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,CUZ,Q,OFFICE,Cousins Properties,Atlanta,GA,2018-06-30,2020-04-30,2018-07-25,$33.91,$30.15,$3.76 ,12.48%,,0,4166252000,26.434,-39592000,110560000,110560000,40731000,21749000,0.48,1089264000,1089264000,39884000,45675000,0,0.027,0.26,30990000,76665000,0.657,76665000,30990000,21276000,0.2,0.2,0.2,2777535000,2777535000,4909301740,43,16.469,44218000,0.421,1,75897000,0.651,164753000,9714000,4980203000,0,143201000,1333908000,3930597740,1223000,-7020000,0,-2251000,-27349000,-31024000,-51563000,-1159000,83810000,0,21276000,21276000,21276000,-5317000,473000,0.182,54787000,21110000,98562000,1.3,1.415,48.674,49.211,3632582000,0,37.4,8.524,8.523,83940000,-1116640000,116628000,116628000,0,1722000,8931000,1,105096196,105073500,106875250,1.11,4001499000,0,0,0,38.083,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,UE,Q,STRIP CENTER,Urban Edge,New York,NY,2018-06-30,2020-04-29,2018-08-01,$19.27,$17.81,$1.46 ,8.19%,,0,2840555000,8.078,27296000,513987000,513987000,38831000,59774000,1.979,1551788000,1551788000,0,30615000,0,0.038,0.22,69588000,100203000,0.983,100203000,69588000,53929000,0.47,0.47,0.47,918791000,918791000,3645536192,26,15.649,69991000,0.615,1,63139000,0.619,76310000,15659000,3802046000,0,0,1818623000,2607735192,40396000,0,348000,-1135000,-25040000,-28629000,26330000,0,42695000,0,53737000,53737000,53737000,0,6037000,0.527,39985000,23154000,80768000,0.468,2.838,33.719,35.185,2107613000,0,22.87,6.644,6.627,107395000,-33307000,101970000,101970000,0,2222000,8236000,1,114024276,113739000,113942000,0.897,2764245000,0,192000,0,24.303,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,SLG,Q,OFFICE,SL Green,New York,NY,2018-06-30,2020-03-01,2018-08-08,$82.81,$79.11,$3.69 ,4.67%,,32622000,13713928000,71.015,-53403000,379980000,379980000,110405000,115899000,1.08,5900632000,5900632000,95756000,71460000,63872000,0.031,0.812,160904000,232364000,0.772,232364000,160904000,107293000,1.19,1.19,1.19,6190816000,6190816000,14621408961,28,17.323,98263000,1.127,1,190711000,0.633,0,53611000,19234580000,0,5257070000,6683877000,9100756961,1715000,185019000,-337087000,458002000,-78970000,37987000,-187938000,-319554000,151666000,0,107293000,103556000,103556000,0,8606000,0.344,105531000,85180000,223824000,0.682,1.47,33.437,35.043,6595221000,3737000,105.13,6.798,6.846,397992000,,301116000,301116000,0,0,22479000,1,86566698,87176000,92083000,3.454,13713928000,0,0,0,157.313,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,APTS,Q,RESIDENTIAL,Preferred Apartment Communities,Atlanta,GA,2018-06-30,2020-03-03,2018-08-03,$12.94,$10.63,$2.32 ,21.81%,,0,3908226000,36.339,-246426000,75285000,75285000,27174000,-5278000,1.729,2037014000,2037014000,34352000,42095000,13091000,0.058,0.255,17209000,59304000,0.615,59304000,17209000,-5138000,-0.66,-0.66,-0.66,1431124000,1431124000,2647189455,32,11.523,-204681000,-5.197,1,69215000,0.718,99878000,22347000,5770077000,0,678237000,2474749000,685460455,7891000,-5559000,117916000,106093000,-9802000,180706000,-214560000,37014000,41745000,0,-5138000,-26068000,-26068000,0,-140000,-0.27,52202000,17013000,60911000,-0.386,0.479,-9.746,-8.735,2950892000,20930000,17.12,1.997,1.964,43752000,0,96389000,96389000,0,950000,10107000,1,40038578,39383000,39383000,2.447,3808348000,0,0,0,96.7,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,REG,Q,STRIP CENTER,Regency Centers,Jacksonville,FL,2018-06-30,2020-02-19,2018-08-03,$52.78,$49.66,$3.12 ,6.28%,,10317000,11181730000,38.528,-95025000,43240000,43240000,73392000,48589000,0.707,3831500000,3831500000,0,89104000,49124000,0.033,0.555,85915000,175019000,0.622,175019000,85915000,47841000,0.28,0.28,0.28,6528100000,6528100000,14774471177,39,19.881,56013000,0.331,1,208020000,0.739,432951000,38074000,14537039000,0,0,4612942000,10986211177,-50396000,-8146000,0,-6199000,-93710000,-114729000,-86705000,16466000,151038000,0,47841000,47841000,47841000,0,748000,0.17,108680000,99340000,215300000,1.982,1.683,44.786,44.411,10036816000,0,64.84,10.126,10.126,155540000,-1216018000,281412000,281412000,0,3681000,16776000,1,169435706,169435706,,1.661,10748779000,0,0,0,63.439,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,PK,Q,LODGING,Park Hotels & Resorts,McLean,VA,2018-06-30,2020-02-28,2018-08-02,$25.71,$22.03,$3.68 ,16.71%,,-8000000,9451000000,29.03,-33000000,438000000,438000000,398000000,218000000,0.636,2947000000,2947000000,0,69000000,0,0.07,0.88,260000000,329000000,0.45,329000000,260000000,229000000,1.07,1.07,1.07,5806000000,5806000000,9063392761,15,10.015,72000000,0.36,1,333000000,0.456,634000000,31000000,11326000000,0,56000000,3694000000,6554392761,158000000,158000000,0,0,-85000000,-87000000,142000000,0,105000000,-2000000,216000000,216000000,216000000,0,2000000,0.295,76000000,257000000,426000000,0.822,1.129,12.39,13.137,7999000000,0,32.58,2.364,2.35,180000000,2231000000,731000000,731000000,0,4000000,15000000,1,201178415,200000000,201000000,3.655,8817000000,0,13000000,36000000,44.085,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,PDM,Q,OFFICE,Piedmont REIT,Johns Creek,GA,2018-06-30,2020-04-29,2018-08-01,$16.41,$14.32,$2.09 ,14.62%,,12141000,3623990000,13.567,-9237000,10359000,10359000,52637000,10940000,1.08,1720846000,1720846000,25532000,40192000,0,0.067,0.21,26629000,66821000,0.517,66821000,26629000,10942000,0.09,0.09,0.09,1741261000,1741261000,4275337842,19,10.654,40698000,0.317,1,76537000,0.593,98918000,15687000,5235559000,0,3200000,1880934000,2564850842,2166000,0,-32898000,30491000,-26997000,-30880000,-16889000,0,49935000,0,10942000,10942000,10942000,0,-2000,0.085,50618000,25919000,94215000,2.333,1.473,15.685,16.932,3045453000,0,19.98,4.784,4.783,181487000,-1953291000,129174000,129174000,0,3979000,8258000,1,128370913,128346433,128700743,1.006,3525072000,0,0,0,27.465,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,OHI,Q,HEALTH CARE,Omega Healthcare,Cockeysville,MD,2018-06-30,2020-03-01,2018-08-08,$22.53,$19.15,$3.38 ,17.66%,,-30157000,8574139000,17.672,73090000,13549000,13549000,0,81986000,1.339,4448057000,4448057000,0,69609000,0,0.084,0.66,129698000,199307000,0.906,199307000,129698000,79374000,0.39,0.39,0.39,3525488000,3525488000,10731059208,36,18.365,237356000,1.19,1,219881000,1,644369000,50324000,12364278000,0,1462800000,4719824000,6296551208,-65550000,1859000,49702000,-136721000,-131572000,-224517000,-4803000,-85563000,164266000,-496000,78536000,78536000,78536000,0,3450000,0.357,84313000,135568000,0,1.692,1.786,67.359,68.326,6096198000,0,31.43,7.148,7.118,320140000,-1461717000,219881000,219881000,0,4089000,15237000,1,200335705,199497000,208460000,1.102,7929770000,0,838000,14718000,39.749,,,,,,,,,,,2018,6,2,2018-2
2018-06-30,AVB,Q,RESIDENTIAL,AvalonBay,Arlington,VA,2018-06-30,2020-02-22,2018-08-03,$151.95,$144.12,$7.83 ,5.43%,,-22707000,18671008000,75.23,-325243000,349897000,349897000,191753000,254543000,0.795,7571278000,7571278000,0,156684000,0,0.032,1.47,311305000,467989000,0.822,467989000,311305000,254720000,1.84,1.84,1.84,10398188000,10398188000,32111809538,30,18.867,-15859000,-0.115,1,377486000,0.663,0,56585000,25892389000,0,165421000,8266813000,24890428538,78490000,295889000,833000,-31099000,-203071000,-233493000,2599000,29785000,309384000,0,254662000,254662000,254662000,0,-119000,0.447,172018000,205468000,0,0.799,2.394,28.54,28.494,17860597000,0,180.08,11.133,11.133,0,179066000,569239000,569239000,0,6098000,14444000,1,138218728,138218728,,4.118,18671008000,0,58000,0,135.083,,,,,,,,,,,2018,6,2,2018-2
